Wholesaler License Serial Number,License Type Name,Brand Label Serial Number,Brand Label Name,License Class Description,Product Description,Wholesaler Name,Domestic or Imported,Latitude,Longitude,City
1296995,WHOLESALE BEER(CO),5148431,LAWSONS FINEST LIQUIDS SUPER SESSION,ALE,#8 ALE,SARENE CRAFT BEER DISTRIBUTORS LLC,D,0,0,BRONX
1010716,WHOLESALE BEER(C),5155889,VICTORY WILD DEVIL RED WINE BARREL,ALE,AGED BRETT IPA ALE,U B DISTRIBUTORS LLC,D,40.7152748,-73.92765792,BROOKLYN
2504772,WHOLESALE BEER(C),5133474,10 BARREL BREWING APOCALYPSE IPA,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5153671,10 BARREL BREWING CLOUDCHASER,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5156542,10 BARREL BREWING CO. YOUNG SQUEEZY,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5135000,10 BARREL BREWING GIGANTOR NW RED ALE,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5149447,10 BARREL BREWING GOGGLE TAN,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5133472,10 BARREL BREWING JOE IPA,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5153672,10 BARREL BREWING LIL SQUEEZY IPA,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5147837,10 BARREL BREWING MAINE SQUEEZE,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5153673,10 BARREL BREWING PEARL IPA,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5133473,10 BARREL BREWING PRAY FOR SNOW,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5135883,10 BARREL BREWING RIDING SOLO,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5145598,10 BARREL BREWING SINISTOR BLACK,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5153949,10 BARREL BREWING TRAIL BEER,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2004108,WHOLESALE BEER(C),5157316,14TH STAR BREWING FOLLOW ME IPA,ALE,ALE,MC CADAM DISTRIBUTING INC,D,44.72915398,-73.46985838,PLATTSBURGH
2004108,WHOLESALE BEER(C),5157314,14TH STAR BREWING RECRUIT,ALE,ALE,MC CADAM DISTRIBUTING INC,D,44.72915398,-73.46985838,PLATTSBURGH
2004108,WHOLESALE BEER(C),5157313,14TH STAR BREWING TRIBUTE,ALE,ALE,MC CADAM DISTRIBUTING INC,D,44.72915398,-73.46985838,PLATTSBURGH
2004108,WHOLESALE BEER(C),5157317,14TH STAR BREWING VALOR ALE,ALE,ALE,MC CADAM DISTRIBUTING INC,D,44.72915398,-73.46985838,PLATTSBURGH
2202106,MICRO BREWER,5154403,"212 BREWING COMPANY ""FLATIRON ALE""",ALE,ALE,EMPIRE FARMSTEAD BREWERY INC,D,42.92086,-75.86302,CAZENOVIA
1010712,WHOLESALE BEER(C),5151614,21ST AMENDMENT BACK IN BLACK,ALE,ALE,"BROOKLYN BREWERY CORP, THE",D,40.72174011,-73.95797497,BROOKLYN
1010712,WHOLESALE BEER(C),5151610,21ST AMENDMENT BLAH BLAH BLAH IPA,ALE,ALE,"BROOKLYN BREWERY CORP, THE",D,40.72174011,-73.95797497,BROOKLYN
1010712,WHOLESALE BEER(C),5156569,21ST AMENDMENT BREWERY A TERRIBLE IDEA,ALE,ALE,"BROOKLYN BREWERY CORP, THE",D,40.72174011,-73.95797497,BROOKLYN
1010712,WHOLESALE BEER(C),5156568,21ST AMENDMENT BREWERY TASTY IPA,ALE,ALE,"BROOKLYN BREWERY CORP, THE",D,40.72174011,-73.95797497,BROOKLYN
1010712,WHOLESALE BEER(C),5151615,21ST AMENDMENT DOWN TO EARTH,ALE,ALE,"BROOKLYN BREWERY CORP, THE",D,40.72174011,-73.95797497,BROOKLYN
2187970,WHOLESALE BEER(CO),5150732,ABITA HOP-ON,ALE,ALE,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,41.73976662,-74.06848564,NEW PALTZ
1010716,WHOLESALE BEER(C),5118980,ABITA MARDI GRAS BOCK SEASONAL,ALE,ALE,U B DISTRIBUTORS LLC,D,40.7152748,-73.92765792,BROOKLYN
1010716,WHOLESALE BEER(C),5128228,ABITA WROUGHT IRON IPA,ALE,ALE,U B DISTRIBUTORS LLC,D,40.7152748,-73.92765792,BROOKLYN
1010716,WHOLESALE BEER(C),5112721,ALESMITH IPA,ALE,ALE,U B DISTRIBUTORS LLC,D,40.7152748,-73.92765792,BROOKLYN
1010716,WHOLESALE BEER(C),5121579,ALESMITH NUT BROWN ENGLISH STYLE ALE,ALE,ALE,U B DISTRIBUTORS LLC,D,40.7152748,-73.92765792,BROOKLYN
1010716,WHOLESALE BEER(C),5139200,ALESMITH SAN DIEGO PALE ALE .394,ALE,ALE,U B DISTRIBUTORS LLC,D,40.7152748,-73.92765792,BROOKLYN
2504772,WHOLESALE BEER(C),5114966,ALEXANDER KEITHS NOVA SCOTIA BROWN,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5114967,ALEXANDER KEITHS NOVA SCOTIA PALE,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
1010716,WHOLESALE BEER(C),5109121,ALLAGASH BLACK,ALE,ALE,U B DISTRIBUTORS LLC,D,40.7152748,-73.92765792,BROOKLYN
1010716,WHOLESALE BEER(C),5107953,ALLAGASH HUGH MALONE,ALE,ALE,U B DISTRIBUTORS LLC,D,40.7152748,-73.92765792,BROOKLYN
1010716,WHOLESALE BEER(C),5123770,ALLAGASH SAISON ALE,ALE,ALE,U B DISTRIBUTORS LLC,D,40.7152748,-73.92765792,BROOKLYN
1010716,WHOLESALE BEER(C),5136901,ALLAGASH SIXTEEN COUNTIES,ALE,ALE,U B DISTRIBUTORS LLC,D,40.7152748,-73.92765792,BROOKLYN
1010716,WHOLESALE BEER(C),5104514,ALLAGASH TRIPEL,ALE,ALE,U B DISTRIBUTORS LLC,D,40.7152748,-73.92765792,BROOKLYN
2010295,WHOLESALE BEER(CO),5143163,ANCHOR BARREL AGED BARLEYWINE,ALE,ALE,OAK BEVERAGE INC,D,0,0,BLAUVELT
2010295,WHOLESALE BEER(CO),5133349,ANCHOR BARREL ALE,ALE,ALE,OAK BEVERAGE INC,D,0,0,BLAUVELT
1290136,WHOLESALE BEER(CO),5155847,ANCHOR BREWING BREWER'S PALE ALE,ALE,ALE,SAPPORO USA INC,D,40.75538,-73.9811,NEW YORK
1290136,WHOLESALE BEER(CO),5155842,ANCHOR BREWING GO WEST! IPA,ALE,ALE,SAPPORO USA INC,D,40.75538,-73.9811,NEW YORK
1290136,WHOLESALE BEER(CO),5155840,ANCHOR BREWING LIBERTY ALE,ALE,ALE,SAPPORO USA INC,D,40.75538,-73.9811,NEW YORK
2010295,WHOLESALE BEER(CO),5138903,ANCHOR DRY HOPPED STEAM,ALE,ALE,OAK BEVERAGE INC,D,0,0,BLAUVELT
2010295,WHOLESALE BEER(CO),5158448,ANCHOR FOG BREAKER IPA,ALE,ALE,OAK BEVERAGE INC,D,0,0,BLAUVELT
2010295,WHOLESALE BEER(CO),5142075,ANCHOR LIBERTY IPA,ALE,ALE,OAK BEVERAGE INC,D,0,0,BLAUVELT
1010716,WHOLESALE BEER(C),5129131,ANDERSON VALLEY BLOOD ORANGE GOSE,ALE,ALE,U B DISTRIBUTORS LLC,D,40.7152748,-73.92765792,BROOKLYN
1010716,WHOLESALE BEER(C),5111618,ANDERSON VALLEY BOONT AMBER ALE,ALE,ALE,U B DISTRIBUTORS LLC,D,40.7152748,-73.92765792,BROOKLYN
1010716,WHOLESALE BEER(C),5111620,ANDERSON VALLEY HOP OTTIN IPA,ALE,ALE,U B DISTRIBUTORS LLC,D,40.7152748,-73.92765792,BROOKLYN
1010716,WHOLESALE BEER(C),5137969,AVERY ELLIES,ALE,ALE,U B DISTRIBUTORS LLC,D,40.7152748,-73.92765792,BROOKLYN
1010716,WHOLESALE BEER(C),5154439,AVERY GO PLAY IPA,ALE,ALE,U B DISTRIBUTORS LLC,D,40.7152748,-73.92765792,BROOKLYN
1010716,WHOLESALE BEER(C),5137967,AVERY IPA,ALE,ALE,U B DISTRIBUTORS LLC,D,40.7152748,-73.92765792,BROOKLYN
1010716,WHOLESALE BEER(C),5137970,AVERY MAHARAJA IMPERIAL,ALE,ALE,U B DISTRIBUTORS LLC,D,40.7152748,-73.92765792,BROOKLYN
1270256,WHOLESALE BEER(C),5142475,BALLAST POINT BONITO,ALE,ALE,MANHATTAN BEER DISTRIBUTORS ,D,40.8103426,-73.90316025,BRONX
1270256,WHOLESALE BEER(C),5149140,BALLAST POINT FATHOM,ALE,ALE,MANHATTAN BEER DISTRIBUTORS ,D,40.8103426,-73.90316025,BRONX
1270256,WHOLESALE BEER(C),5136447,BALLAST POINT SCULPIN,ALE,ALE,MANHATTAN BEER DISTRIBUTORS ,D,40.8103426,-73.90316025,BRONX
2187970,WHOLESALE BEER(CO),5151197,BAXTER BREWING HOP TRYST IPA,ALE,ALE,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,41.73976662,-74.06848564,NEW PALTZ
2187970,WHOLESALE BEER(CO),5129544,BAXTER BREWING PAMOLA XTRA PALE ALE,ALE,ALE,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,41.73976662,-74.06848564,NEW PALTZ
2187970,WHOLESALE BEER(CO),5129546,BAXTER BREWING STOWAWAY IPA,ALE,ALE,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,41.73976662,-74.06848564,NEW PALTZ
1010894,WHOLESALE BEER(CO),5136802,BEAR REPUBLIC HOP SHOVEL,ALE,ALE,S K I WHOLESALE BEER CORP,D,42.43957412,-79.35334863,BROOKLYN
1010894,WHOLESALE BEER(CO),5136804,BEAR REPUBLIC RACER 5,ALE,ALE,S K I WHOLESALE BEER CORP,D,42.43957412,-79.35334863,BROOKLYN
2504784,WHOLESALE BEER(C),5139507,BELLS AMBER AMERICAN,ALE,ALE,T J SHEEHAN DISTRIBUTING INC,D,43.11187129,-76.19970935,LIVERPOOL
2504784,WHOLESALE BEER(C),5138919,BELLS BEST BROWN ALE,ALE,ALE,T J SHEEHAN DISTRIBUTING INC,D,43.11187129,-76.19970935,LIVERPOOL
2504784,WHOLESALE BEER(C),5140259,BELLS CHRISTMAS,ALE,ALE,T J SHEEHAN DISTRIBUTING INC,D,43.11187129,-76.19970935,LIVERPOOL
2504784,WHOLESALE BEER(C),5150419,BELLS HOPSOULUTION,ALE,ALE,T J SHEEHAN DISTRIBUTING INC,D,43.11187129,-76.19970935,LIVERPOOL
2504784,WHOLESALE BEER(C),5122902,BELLS OARSMAN ALE,ALE,ALE,T J SHEEHAN DISTRIBUTING INC,D,43.11187129,-76.19970935,LIVERPOOL
2504784,WHOLESALE BEER(C),5122899,BELLS OBERON ALE,ALE,ALE,T J SHEEHAN DISTRIBUTING INC,D,43.11187129,-76.19970935,LIVERPOOL
2504784,WHOLESALE BEER(C),5140287,BELLS THIRD COAST OLD ALE,ALE,ALE,T J SHEEHAN DISTRIBUTING INC,D,43.11187129,-76.19970935,LIVERPOOL
2504784,WHOLESALE BEER(C),5122905,BELLS TWO HEARTED ALE,ALE,ALE,T J SHEEHAN DISTRIBUTING INC,D,43.11187129,-76.19970935,LIVERPOOL
2504784,WHOLESALE BEER(C),5138914,BELLS WINTER WHITE ALE,ALE,ALE,T J SHEEHAN DISTRIBUTING INC,D,43.11187129,-76.19970935,LIVERPOOL
1188563,MICRO BREWER,5127933,BENGALI,ALE,ALE,"MAD SCIENTISTS BREWING PARTNERS,LLC",D,40.67385407,-74.01204466,BROOKLYN
1010716,WHOLESALE BEER(C),5136951,BISSELL BROTHERS THE SUBSTANCE ALE,ALE,ALE,U B DISTRIBUTORS LLC,D,40.7152748,-73.92765792,BROOKLYN
2195946,WHOLESALE BEER(C),5157365,BLUE MOON WINTER WHEAT SPICED ABBEY,ALE,ALE,MILLERCOORS LLC,D,42.70454,-73.85836,ALBANY
1046248,MICRO BREWER,5136089,BLUE POINT AMERICAN BROWN,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5126418,BLUE POINT AMERICAN PALE ALE,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5131353,BLUE POINT BIG UGLY,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5104776,BLUE POINT BLUEBERRY,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5136090,BLUE POINT BREWERS STASH IMPERIAL RED,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5139877,BLUE POINT BREWERS STASH RYE WEISSE,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5135932,BLUE POINT BROWN ALE,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5139798,BLUE POINT CREAM ALE,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5112278,BLUE POINT DOUBLE BLONDE,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5113097,BLUE POINT GOLDEN ALE,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5142943,BLUE POINT HAZY BASTARD IPA,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5104739,BLUE POINT HOPTICAL ILLUSION,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5135141,BLUE POINT IMPERIAL RED,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5112644,BLUE POINT LESSINGS,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5126419,BLUE POINT LESSINGS CHEER,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5126421,BLUE POINT LESSINGS LOCAL ALE,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5126420,BLUE POINT LESSINGS SUMMER,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5124195,BLUE POINT MOSAIC SESSION IPA,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5117158,BLUE POINT NO APOLOGIES DOUBLE IPA,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5101117,BLUE POINT OLD HOWLING BASTARD,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5150009,BLUE POINT PAH-CHOOGIE GOLDEN ALE,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5100448,BLUE POINT PALE ALE,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5132906,BLUE POINT PATCHOGUE SAISON,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5111302,BLUE POINT RASTAFARYE ALE,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5140455,BLUE POINT RYE WEISSE,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5110968,BLUE POINT SPRING FLING ALE,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5131331,BLUE POINT STEP RIGHT UP,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5102525,BLUE POINT SUMMER ALE,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5114056,BLUE POINT TOXIC SLUDGE BLACK IPA,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5133590,BLUE POINT WET HOP PALE,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5119242,BLUE POINT WET HOPS EXPERIMENT,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5115780,BLUE POINT WHITE INDIA PALE ALE,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
1046248,MICRO BREWER,5102649,BLUE POINT WINTER ALE,ALE,ALE,BLUE POINT BREWING COMPANY INC,D,40.7593047,-73.02175484,PATCHOGUE
2117853,WHOLESALE BEER(CO),5123603,BOBS 47 OKTOBERFEST,ALE,ALE,DUVEL MOORTGAT USA LTD,D,42.69927041,-74.9322328,COOPERSTOWN
2504784,WHOLESALE BEER(C),5118878,BOULDER BUFFALO GOLD,ALE,ALE,T J SHEEHAN DISTRIBUTING INC,D,43.11187129,-76.19970935,LIVERPOOL
2504784,WHOLESALE BEER(C),5118880,BOULDER HAZED & INFUSED DRY HOPPED,ALE,ALE,T J SHEEHAN DISTRIBUTING INC,D,43.11187129,-76.19970935,LIVERPOOL
2504784,WHOLESALE BEER(C),5118876,BOULDER MOJO IPA,ALE,ALE,T J SHEEHAN DISTRIBUTING INC,D,43.11187129,-76.19970935,LIVERPOOL
2117853,WHOLESALE BEER(CO),5140607,BOULEVARD AMERICAN KOLSCH,ALE,ALE,DUVEL MOORTGAT USA LTD,D,42.69927041,-74.9322328,COOPERSTOWN
2117853,WHOLESALE BEER(CO),5145923,BOULEVARD BERLINER WEISSE,ALE,ALE,DUVEL MOORTGAT USA LTD,D,42.69927041,-74.9322328,COOPERSTOWN
2117853,WHOLESALE BEER(CO),5143137,BOULEVARD CHANGELING,ALE,ALE,DUVEL MOORTGAT USA LTD,D,42.69927041,-74.9322328,COOPERSTOWN
2117853,WHOLESALE BEER(CO),5130682,BOULEVARD GINGER LEMON RADLER,ALE,ALE,DUVEL MOORTGAT USA LTD,D,42.69927041,-74.9322328,COOPERSTOWN
2117853,WHOLESALE BEER(CO),5130401,BOULEVARD HEAVY LIFTING IPA,ALE,ALE,DUVEL MOORTGAT USA LTD,D,42.69927041,-74.9322328,COOPERSTOWN
2117853,WHOLESALE BEER(CO),5129829,BOULEVARD IRISH ALE,ALE,ALE,DUVEL MOORTGAT USA LTD,D,42.69927041,-74.9322328,COOPERSTOWN
2117853,WHOLESALE BEER(CO),5145052,BOULEVARD JAM BAND,ALE,ALE,DUVEL MOORTGAT USA LTD,D,42.69927041,-74.9322328,COOPERSTOWN
2117853,WHOLESALE BEER(CO),5155109,BOULEVARD LOVE CHILD NO. 9,ALE,ALE,DUVEL MOORTGAT USA LTD,D,42.69927041,-74.9322328,COOPERSTOWN
2117853,WHOLESALE BEER(CO),5129831,BOULEVARD NUTCRACKER ALE,ALE,ALE,DUVEL MOORTGAT USA LTD,D,42.69927041,-74.9322328,COOPERSTOWN
2117853,WHOLESALE BEER(CO),5129706,BOULEVARD PALE ALE,ALE,ALE,DUVEL MOORTGAT USA LTD,D,42.69927041,-74.9322328,COOPERSTOWN
2117853,WHOLESALE BEER(CO),5154649,BOULEVARD PLAID HABIT,ALE,ALE,DUVEL MOORTGAT USA LTD,D,42.69927041,-74.9322328,COOPERSTOWN
2117853,WHOLESALE BEER(CO),5133907,BOULEVARD SNOW & TELL,ALE,ALE,DUVEL MOORTGAT USA LTD,D,42.69927041,-74.9322328,COOPERSTOWN
2117853,WHOLESALE BEER(CO),5159163,BOULEVARD SPACE CAMPER COSMIC IPA,ALE,ALE,DUVEL MOORTGAT USA LTD,D,42.69927041,-74.9322328,COOPERSTOWN
2117853,WHOLESALE BEER(CO),5129574,BOULEVARD THE CALLING IPA,ALE,ALE,DUVEL MOORTGAT USA LTD,D,42.69927041,-74.9322328,COOPERSTOWN
2117853,WHOLESALE BEER(CO),5145073,BOULEVARD TOUGH KITTY,ALE,ALE,DUVEL MOORTGAT USA LTD,D,42.69927041,-74.9322328,COOPERSTOWN
2117853,WHOLESALE BEER(CO),5136098,BOULEVARD TROPICAL PALE ALE,ALE,ALE,DUVEL MOORTGAT USA LTD,D,42.69927041,-74.9322328,COOPERSTOWN
2504772,WHOLESALE BEER(C),5142632,BRECKENRIDGE BREWERY 471 OVER THE MOON,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5156541,BRECKENRIDGE BREWERY 472 DOUBLE IPA,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5142092,BRECKENRIDGE BREWERY AGAVE WHEAT,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5143088,BRECKENRIDGE BREWERY APRICOT LAGER,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5143089,BRECKENRIDGE BREWERY AUTUMN ALE,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5142093,BRECKENRIDGE BREWERY AVALANCHE AMBER,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5142633,BRECKENRIDGE BREWERY BARLEYWINE,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5142616,BRECKENRIDGE BREWERY BRECK IPA,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5143090,BRECKENRIDGE BREWERY BRECK LAGER,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5142084,BRECKENRIDGE BREWERY CHRISTMAS ALE,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5143091,BRECKENRIDGE BREWERY FRESH HOP,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5143092,BRECKENRIDGE BREWERY HOLIDALE,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5150485,BRECKENRIDGE BREWERY HOP PEAK IPA,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5142086,BRECKENRIDGE BREWERY KINGS DISH,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5142634,BRECKENRIDGE BREWERY KOLSCH STYLE ALE,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5142087,BRECKENRIDGE BREWERY LUCKY U IPA,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5142635,BRECKENRIDGE BREWERY MANGO MOSAIC,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5151185,BRECKENRIDGE BREWERY NITRO IRISH STOUT,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5142088,BRECKENRIDGE BREWERY NITRO LUCKY U IPA,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5142090,BRECKENRIDGE BREWERY OATMEAL STOUT,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2504772,WHOLESALE BEER(C),5158700,BRECKENRIDGE SPICED WINTER ALE,ALE,ALE,ANHEUSER BUSCH LLC,D,43.16538732,-76.31037514,BALDWINSVILLE
2187970,WHOLESALE BEER(CO),5152232,BREWDOG HAZY JANE,ALE,ALE,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,41.73976662,-74.06848564,NEW PALTZ
2187970,WHOLESALE BEER(CO),5153958,BREWDOG PINK IPA,ALE,ALE,CRAFT BEER GUILD DISTRIBUTING OF NEW YORK LLC ,D,41.73976662,-74.06848564,NEW PALTZ
1273115,MICRO BREWER,5131777,BRONX BREWERY BRONX PALE ALE,ALE,ALE,"BRONX BREWERY LLC, THE",D,40.80224555,-73.91071904,BRONX
1273115,MICRO BREWER,5131916,BRONX BREWERY SUMMER PALE ALE,ALE,ALE,"BRONX BREWERY LLC, THE",D,40.80224555,-73.91071904,BRONX
1010943,BREWER,5132922,BROOKLYN AMERICAN ALE,ALE,ALE,"BROOKLYN BREWERY CORP,THE",D,40.72174011,-73.95797497,BROOKLYN
1010943,BREWER,5137697,BROOKLYN BEL AIR SOUR ALE,ALE,ALE,"BROOKLYN BREWERY CORP,THE",D,40.72174011,-73.95797497,BROOKLYN
1010712,WHOLESALE BEER(C),5107950,BROOKLYN BLAST,ALE,ALE,"BROOKLYN BREWERY CORP, THE",D,40.72174011,-73.95797497,BROOKLYN
